AWK;Wahlkreis;MdA_2025;party_short_name;politician_id;mandate_id;mandate_type;committees;spokesperson_role;constituency_office_address;email_address;sm_facebook;sm_instagram;sm_tiktok;sm_x;sm_bluesky;sm_youtube;sm_twitch;sm_discord;sm_telegram;sm_rss;sm_newsletter
;Landesliste Berlin (EU-Parlament 2024 - 2029);Hildegard Bentele;CDU;117485;62738;list;Ausschuss für Industrie, Forschung und Energie (ITRE) | Ausschuss für Umwelt, Klima und Lebensmittelsicherheit (ENVI) | Entwicklungsausschuss (DEVE);;;;;;;;;;;;;;
