parliament_id;parliament_label;parliament_period_id;parliament_period_label;mandate_id;mandate_label;politician_id;first_name;last_name;full_name;academic_title;sex;year_of_birth;party_id;party_name;party_short_name;faction;electoral_district_id;electoral_district_label;electoral_list;list_position;mandate_type;info;start_date;end_date;active_now;politician_url;mandate_api_path;politician_api_path;abgeordnetenwatch_url;wikidata_id
1;EU-Parlament;155;EU-Parlament 2024 - 2029;62738;Hildegard Bentele (EU-Parlament 2024 - 2029);117485;Hildegard;Bentele;Hildegard Bentele;;f;1976;2;CDU;CDU;EVP (EU-Parlament 2024 - 2029);;;Landesliste Berlin (EU-Parlament 2024 - 2029);1;list;;;;True;https://www.abgeordnetenwatch.de/profile/hildegard-bentele;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/62738;https://www.abgeordnetenwatch.de/api/v2/politicians/117485;https://www.abgeordnetenwatch.de/profile/hildegard-bentele;Q1618317
